학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,lat,long,데이터기준일자,제공기관코드,제공기관명
B000001979,서울금동초등학교,초등학교,2003-03-01,공립,본교,운영,서울특별시 금천구 시흥동 1013-1,서울특별시 금천구 금하로30길 53,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.44773848,126.9163989,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002413,성신초등학교,초등학교,1965-03-08,사립,본교,운영,서울특별시 성북구 돈암동 산11-269,서울특별시 성북구 북악산로 918,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.59462313,127.0231285,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012040,성남고등학교,고등학교,1938-04-25,사립,본교,운영,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.50528157,126.9266153,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001852,서울종암초등학교,초등학교,1922-07-08,공립,본교,운영,서울특별시 동대문구 제기동 1157,서울특별시 동대문구 무학로44길 25,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.58230741,127.0318564,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000025001,서울율현초등학교,초등학교,2014-08-28,공립,본교,운영,서울특별시 강남구 자곡동 56-89,서울특별시 강남구 밤고개로21길 15,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-12-02,2023-11-15,37.47451551,127.1082848,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001987,서울금천초등학교,초등학교,1984-03-01,공립,본교,운영,서울특별시 금천구 시흥동 218-1,서울특별시 금천구 탑골로5길 60,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.45481034,126.9128749,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002113,서울서빙고초등학교,초등학교,1945-11-01,공립,본교,운영,서울특별시 용산구 서빙고동 235-1,서울특별시 용산구 서빙고로51길 14,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.52206892,126.9923004,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002396,서울숭곡초등학교,초등학교,1972-03-01,공립,본교,운영,서울특별시 성북구 하월곡동 84-86,서울특별시 성북구 종암로40길 30,7010000,서울특별시교육청,7121000,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.60840947,127.0328151,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008418,옥정중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 성동구 옥수동 227,서울특별시 성동구 한림말길 11,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.54167037,127.0129832,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008420,한양대학교사범대학부속중학교,중학교,1960-01-18,사립,본교,운영,서울특별시 성동구 사근동 223,서울특별시 성동구 마조로 42,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.56191884,127.042324,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002003,서울선유초등학교,초등학교,2007-03-02,공립,본교,운영,서울특별시 영등포구 양평동3가 91,서울특별시 영등포구 선유로43가길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.53287919,126.8927768,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008252,배문중학교,중학교,1955-03-07,사립,본교,운영,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.54991872,126.9639041,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008183,문래중학교,중학교,1986-05-04,공립,본교,운영,서울특별시 영등포구 문래동6가 44,서울특별시 영등포구 선유서로13길 6,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.52041829,126.8841404,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008167,구로중학교,중학교,1978-01-05,공립,본교,운영,서울특별시 구로구 구로동 90,서울특별시 구로구 구로중앙로 48,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.49485972,126.8910999,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001986,서울안천초등학교,초등학교,1991-10-04,공립,본교,운영,서울특별시 금천구 독산동 1090,서울특별시 금천구 한내로 69-16,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.45874564,126.8883900284,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002279,서울대진초등학교,초등학교,1992-10-26,공립,본교,운영,서울특별시 강남구 개포동 13,서울특별시 강남구 개포로109길 74,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49701211,127.0780425,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002144,서울오륜초등학교,초등학교,1989-03-02,공립,본교,운영,서울특별시 송파구 방이동 89-16,서울특별시 송파구 양재대로 1196,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.51242411,127.1345763,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001958,서울개명초등학교,초등학교,1984-05-04,공립,본교,운영,서울특별시 구로구 개봉동 314-165,서울특별시 구로구 개봉로1다길 16-9,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48303904,126.8509791,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002205,서울신강초등학교,초등학교,1984-06-01,공립,본교,운영,서울특별시 양천구 신월동 864,서울특별시 양천구 중앙로55길 72,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.52584419,126.8422639,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008373,단국대학교사범대학부속중학교,중학교,1941-05-25,사립,본교,운영,서울특별시 강남구 대치동 1013-2,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49561749,127.0577682,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002291,서울대곡초등학교,초등학교,1982-03-01,공립,본교,운영,서울특별시 강남구 대치동 510,서울특별시 강남구 남부순환로 3022,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49471064,127.0650265,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008209,태랑중학교,중학교,2002-03-01,공립,본교,운영,서울특별시 노원구 공릉동 117,서울특별시 노원구 화랑로51나길 51,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.62698409,127.0913718,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002227,서울정곡초등학교,초등학교,1993-09-23,공립,본교,운영,서울특별시 강서구 방화동 836,서울특별시 강서구 방화대로50길 22,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.57695491,126.8189328,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000026185,항동중학교,중학교,2020-03-01,공립,본교,운영,서울특별시 구로구 항동 22-5,서울특별시 구로구 연동로 239-2,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48285456,126.8201900078,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002020,서울창림초등학교,초등학교,2000-11-01,공립,본교,운영,서울특별시 도봉구 창동 411-8,서울특별시 도봉구 덕릉로63길 46,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64323708,127.0416041,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008152,성산중학교,중학교,1967-10-27,공립,본교,운영,서울특별시 마포구 합정동 365-1,서울특별시 마포구 성지1길 32-13,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.54731637,126.9165628,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008456,인수중학교,중학교,1986-03-01,공립,본교,운영,서울특별시 강북구 수유동 551,서울특별시 강북구 인수봉로75길 10,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.64386667,127.0099213,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011940,건국대학교사범대학부속고등학교,고등학교,1980-03-05,사립,본교,운영,서울특별시 광진구 화양동 528,서울특별시 광진구 능동로 120,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53918267,127.0747119,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008172,문성중학교,중학교,1990-05-04,공립,본교,운영,서울특별시 금천구 독산동 61,서울특별시 금천구 독산로102길 78,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.4754682,126.9084938,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008277,배명중학교,중학교,1934-10-07,사립,본교,운영,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.4976895,127.0958118,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008292,강일중학교,중학교,1983-04-15,공립,본교,운영,서울특별시 강동구 암사동 414-17,서울특별시 강동구 고덕로27길 12,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.5553497,127.1382586,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001961,서울개봉초등학교,초등학교,1971-09-01,공립,본교,운영,서울특별시 구로구 개봉동 266,서울특별시 구로구 개봉로16길 30-11,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48952491,126.857976,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002082,서울대학교사범대학부설초등학교,초등학교,1895-04-16,국립,본교,운영,서울특별시 종로구 동숭동 199-51,서울특별시 종로구 대학로 64,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.5775997,127.0042955,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001993,동광초등학교,초등학교,2001-03-05,사립,본교,운영,서울특별시 금천구 시흥동 산100-6,서울특별시 금천구 탑골로10길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.45199688,126.9158199,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002222,서울염경초등학교,초등학교,2005-10-26,공립,본교,운영,서울특별시 강서구 염창동 79,서울특별시 강서구 양천로69길 49,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.55500067,126.8712046,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001927,이화여자대학교사범대학부속초등학교,초등학교,1955-09-01,사립,본교,운영,서울특별시 서대문구 대신동 20,서울특별시 서대문구 성산로 512-39,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56115022,126.9427504,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012041,숭의여자고등학교,고등학교,1903-10-31,사립,본교,운영,서울특별시 동작구 대방동 20-114,서울특별시 동작구 여의대방로36길 79,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.50736414,126.9292433,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008302,신목중학교,중학교,1986-05-12,공립,본교,운영,서울특별시 양천구 목동 902-1,서울특별시 양천구 목동중앙로 88,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.53702399,126.8730725,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001870,서울원묵초등학교,초등학교,1995-11-10,공립,본교,운영,서울특별시 중랑구 묵동 11,서울특별시 중랑구 숙선옹주로 109,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.61774881,127.0868142,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012014,화곡고등학교,고등학교,1978-01-30,사립,본교,운영,서울특별시 강서구 내발산동 산48-3,서울특별시 강서구 강서로45길 69,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.54793611,126.8315357,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001845,서울장평초등학교,초등학교,1980-04-04,공립,본교,운영,서울특별시 동대문구 장안동 323,서울특별시 동대문구 답십리로69길 27,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.57399502,127.073891,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013456,대광고등학교,고등학교,1949-10-25,사립,본교,운영,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.57795467,127.0253235,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002346,서울신성초등학교,초등학교,1982-10-11,공립,본교,운영,서울특별시 관악구 신림동 118-1,서울특별시 관악구 신림로 114,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47200331,126.9367542,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002138,서울가주초등학교,초등학교,1996-11-08,공립,본교,운영,서울특별시 송파구 가락동 140-6,서울특별시 송파구 오금로40길 37,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.49656722,127.1292617,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013464,선덕고등학교,고등학교,1983-03-05,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.65634868,127.0268766,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008399,인헌중학교,중학교,1971-01-16,공립,본교,운영,서울특별시 관악구 봉천동 1647,서울특별시 관악구 인헌9길 35,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47269621,126.9688402,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012069,은광여자고등학교,고등학교,1946-10-15,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.48837857,127.0352324,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000025373,서울위례솔초등학교,초등학교,2022-03-01,공립,본교,운영,서울특별시 송파구 거여동 649,서울특별시 송파구 위례북로2길 12,7010000,서울특별시교육청,7071000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.48663746,127.1509109,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000025376,위례솔중학교,중학교,2022-03-01,공립,본교,운영,서울특별시 송파구 거여동 649,서울특별시 송파구 위례북로2길 10,7010000,서울특별시교육청,7071000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.48738292,127.1503042,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008352,세화여자중학교,중학교,1978-03-01,사립,본교,운영,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.5019828,126.9942300138,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001957,서울개웅초등학교,초등학교,1998-10-25,공립,본교,운영,서울특별시 구로구 개봉동 273-16,서울특별시 구로구 개봉로11길 98,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48857132,126.8499823,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011352,영락의료과학고등학교,고등학교,1959-04-09,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47658804,126.9454164,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008372,휘문중학교,중학교,1906-05-01,사립,본교,운영,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.50528945,127.0619841,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011304,휘경공업고등학교,고등학교,1998-07-02,공립,본교,운영,서울특별시 동대문구 휘경동 49-327,서울특별시 동대문구 겸재로 21,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.58521558,127.0697283,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012051,영락고등학교,고등학교,1959-04-09,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.47654259,126.9454164,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008271,오주중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.50150661,127.1362653,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002143,서울마천초등학교,초등학교,1978-05-04,공립,본교,운영,서울특별시 송파구 마천동 183-4,서울특별시 송파구 마천로61다길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.49550545,127.1526295,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008255,성심여자중학교,중학교,1957-05-25,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.53420937,126.9545934,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002219,서울신곡초등학교,초등학교,1984-10-22,공립,본교,운영,서울특별시 강서구 화곡동 476-42,서울특별시 강서구 등촌로13자길 42-14,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.53909546,126.8560096,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012067,단국대학교사범대학부속고등학교,고등학교,1983-12-26,사립,본교,운영,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49561749,127.0577682,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008177,안천중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.45952426,126.8874988,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002131,서울잠일초등학교,초등학교,1976-03-12,공립,본교,운영,서울특별시 송파구 잠실동 19-1,서울특별시 송파구 올림픽로 95,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.51474166,127.0816362,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011331,홍익디자인고등학교,고등학교,1968-03-01,사립,본교,운영,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56351064,126.9191663,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002089,서울독립문초등학교,초등학교,1957-09-28,공립,본교,운영,서울특별시 종로구 무악동 46-82,서울특별시 종로구 통일로12길 23,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.57421553,126.9599722,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002117,서울한남초등학교,초등학교,1906-09-23,공립,본교,운영,서울특별시 용산구 한남동 726-1,서울특별시 용산구 한남대로 112,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.53920365,127.0055998,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002088,서울명신초등학교,초등학교,1971-10-06,공립,본교,운영,서울특별시 종로구 창신동 7-40,서울특별시 종로구 낙산길 250,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.58146865,127.0146229,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008319,등명중학교,중학교,1995-05-06,공립,본교,운영,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56019335,126.8433041,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002255,서울서원초등학교,초등학교,1985-04-22,공립,본교,운영,서울특별시 서초구 반포동 30-8,서울특별시 서초구 고무래로 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.5024389,127.0146195,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008426,광양중학교,중학교,1986-04-18,공립,본교,운영,서울특별시 광진구 자양동 674,서울특별시 광진구 자양로3길 7,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53089134,127.0861699867,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001875,서울신내초등학교,초등학교,1994-03-01,공립,본교,운영,서울특별시 중랑구 신내동 444,서울특별시 중랑구 용마산로125나길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.60493422,127.1001285,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001866,서울중곡초등학교,초등학교,1967-09-05,공립,본교,운영,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.57489173,127.083439,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013458,원묵고등학교,고등학교,2007-05-31,공립,본교,운영,서울특별시 중랑구 묵동 23,서울특별시 중랑구 숙선옹주로 82,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.61523231,127.0855078,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001850,서울전농초등학교,초등학교,1942-04-08,공립,본교,운영,서울특별시 동대문구 전농동 298,서울특별시 동대문구 사가정로 66,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.57473031,127.0543331,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008318,봉영여자중학교,중학교,1951-10-08,사립,본교,운영,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.50921598,126.8601984,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002135,서울잠실초등학교,초등학교,1975-09-01,공립,본교,운영,서울특별시 송파구 신천동 20-2,서울특별시 송파구 올림픽로35길 20,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.52010753,127.1113114,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000025000,서울자곡초등학교,초등학교,2014-10-24,공립,본교,운영,서울특별시 강남구 자곡동 642,서울특별시 강남구 자곡로 150,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-12-02,2023-11-15,37.47219072,127.0996665,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002289,서울논현초등학교,초등학교,1972-11-23,공립,본교,운영,서울특별시 강남구 논현동 168,서울특별시 강남구 강남대로120길 33,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.5084232,127.0262229,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002281,서울구룡초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 강남구 개포동 655,서울특별시 강남구 개포로 263,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.48119739,127.0517714,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001894,서울불광초등학교,초등학교,1962-04-18,공립,본교,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.61342945,126.9307187,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008237,상명대학교사범대학부속여자중학교,중학교,1967-03-07,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.60410891,126.9551595,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.60044056,126.9567149,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011942,동국대학교사범대학부속고등학교,고등학교,1947-06-24,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.57804718,127.075133,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000022762,서울공진초등학교,초등학교,1992-11-05,공립,본교,운영,서울특별시 강서구 마곡동 730-676,서울특별시 강서구 마곡서로 33,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.55780477,126.8226104,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002314,서울영화초등학교,초등학교,1962-09-03,공립,본교,운영,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 3,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.50890811,126.9329735,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001867,서울면동초등학교,초등학교,1978-09-01,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.58535152,127.0865922,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002256,서울원촌초등학교,초등학교,1979-09-01,공립,본교,운영,서울특별시 서초구 반포동 21,서울특별시 서초구 사평대로45길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.50618948,127.0125656,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000022777,가재울고등학교,고등학교,2013-03-01,공립,본교,운영,서울특별시 서대문구 북가좌동 476,서울특별시 서대문구 수색로 100-35,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.57444587,126.9094148,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002129,서울가원초등학교,초등학교,1989-03-01,공립,본교,운영,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.48944215,127.1110274,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008313,목동중학교,중학교,1981-05-20,공립,본교,운영,서울특별시 양천구 신정동 88-1,서울특별시 양천구 목동동로 172,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.5209572,126.8714631,2024-03-22,C738100,청주대학교 지방교육재정연구원
