학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,lat,long,데이터기준일자,제공기관코드,제공기관명
B000008359,구룡중학교,중학교,1989-04-18,공립,본교,운영,서울특별시 강남구 개포동 650,서울특별시 강남구 선릉로 103,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.48615258,127.056121,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012013,마포고등학교,고등학교,1953-07-01,사립,본교,운영,서울특별시 강서구 등촌동 82-1,서울특별시 강서구 화곡로 403,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.55998867,126.8531334,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002316,서울대림초등학교,초등학교,1974-03-01,공립,본교,운영,서울특별시 동작구 대방동 391-62,서울특별시 동작구 대방동1길 22,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.5006148,126.9248833,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008213,노원중학교,중학교,1989-03-06,공립,본교,운영,서울특별시 노원구 상계동 743,서울특별시 노원구 동일로213길 26,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64936114,127.059692,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008130,영락중학교,중학교,1952-06-10,사립,본교,운영,서울특별시 은평구 응암동 226-13,서울특별시 은평구 백련산로 134-6,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.5969603,126.9251334,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011919,경신고등학교,고등학교,1885-05-09,사립,본교,운영,서울특별시 종로구 혜화동 5-119,서울특별시 종로구 혜화로 74,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.59222582,126.999531,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008214,노일중학교,중학교,1995-03-01,공립,본교,운영,서울특별시 노원구 상계동 1044,서울특별시 노원구 동일로231길 24,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.67260103,127.0535508,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008413,경수중학교,중학교,1981-05-04,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 14,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53950904,127.0592712,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002164,서울강일초등학교,초등학교,1994-03-01,공립,본교,운영,서울특별시 강동구 강일동 685,서울특별시 강동구 아리수로98길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.56525568,127.1772858,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002379,서울양남초등학교,초등학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 692,서울특별시 광진구 뚝섬로64길 71,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53112324,127.0892343,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012052,서울고등학교,고등학교,1946-03-05,공립,본교,운영,서울특별시 서초구 서초동 1526-1,서울특별시 서초구 효령로 197,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.48429306,127.0049019,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013484,세화고등학교,고등학교,1987-03-01,사립,본교,운영,서울특별시 서초구 반포동 753,서울특별시 서초구 신반포로 56-7,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.50199646,126.9942300138,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008424,광남중학교,중학교,1993-05-04,공립,본교,운영,서울특별시 광진구 광장동 554-15,서울특별시 광진구 아차산로70길 17-62,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.54083041,127.1016205,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002104,서울충무초등학교,초등학교,1956-03-24,공립,본교,운영,서울특별시 중구 장충동2가 173-7,서울특별시 중구 퇴계로50길 13,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.56194948,127.0012351,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012057,상문고등학교,고등학교,1973-03-01,사립,본교,운영,서울특별시 서초구 방배동 1000-2,서울특별시 서초구 명달로 45,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.47975543,127.0039168,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002134,서울잠동초등학교,초등학교,1980-09-29,공립,본교,운영,서울특별시 송파구 신천동 7-2,서울특별시 송파구 올림픽로35길 122,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.51833846,127.099931,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008212,온곡중학교,중학교,1991-03-05,공립,본교,운영,서울특별시 노원구 상계동 687,서울특별시 노원구 노원로 492,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.66058142,127.0643327,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008379,상현중학교,중학교,1968-10-02,공립,본교,운영,서울특별시 동작구 상도동 111-52,서울특별시 동작구 사당로2길 2-19,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.49398955,126.9603433,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002171,서울한산초등학교,초등학교,1990-05-01,공립,본교,운영,서울특별시 강동구 둔촌동 149,서울특별시 강동구 풍성로 261,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.52869458,127.1410769,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001929,명지초등학교,초등학교,1967-03-15,사립,본교,운영,서울특별시 서대문구 홍은동 산26-127,서울특별시 서대문구 명지2길 32-20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.58362994,126.9282315,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008138,인창중학교,중학교,1953-10-10,사립,본교,운영,서울특별시 서대문구 충정로2가 70,서울특별시 서대문구 경기대로 65,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56488513,126.9640232,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011935,광남고등학교,고등학교,1986-05-13,공립,본교,운영,서울특별시 광진구 광장동 554-11,서울특별시 광진구 아차산로70길 17-16,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.54151472,127.1012139,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011983,신도고등학교,고등학교,2011-03-01,공립,본교,운영,서울특별시 은평구 진관동 242-38,서울특별시 은평구 통일로 961,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.62913251,126.9187486,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002377,서울신자초등학교,초등학교,1982-12-07,공립,본교,운영,서울특별시 광진구 자양동 591,서울특별시 광진구 뚝섬로46길 64,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53027881,127.0755876,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002028,서울쌍문초등학교,초등학교,1974-03-01,공립,본교,운영,서울특별시 도봉구 쌍문동 360-4,서울특별시 도봉구 우이천로 360,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.64836383,127.0242911,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008233,동성중학교,중학교,1938-12-08,사립,본교,운영,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.58496996,127.0030976,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002419,서울오현초등학교,초등학교,1991-10-02,공립,본교,운영,서울특별시 강북구 번동 248,서울특별시 강북구 월계로 221,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.62341912,127.0465761,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000022771,천왕중학교,중학교,2013-03-01,공립,본교,운영,서울특별시 구로구 천왕동 273-1,서울특별시 구로구 천왕로 63,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48265442,126.8373336,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002052,서울용원초등학교,초등학교,1996-05-06,공립,본교,운영,서울특별시 노원구 공릉동 709,서울특별시 노원구 섬밭로 144,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.62992285,127.0689401,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002374,서울자양초등학교,초등학교,1945-12-10,공립,본교,운영,서울특별시 광진구 자양동 222-6,서울특별시 광진구 아차산로44길 26,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53698824,127.0797396,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000025276,서울새솔초등학교,초등학교,2014-03-01,공립,본교,운영,서울특별시 중랑구 신내동 241,서울특별시 중랑구 신내역로1길 164,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.61798909,127.1113284,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008190,여의도중학교,중학교,1973-03-03,공립,본교,운영,서울특별시 영등포구 여의도동 40-1,서울특별시 영등포구 국제금융로7길 46,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.5239802,126.9357531,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008215,수락중학교,중학교,2002-03-01,공립,본교,운영,서울특별시 노원구 상계동 1254,서울특별시 노원구 동일로 1729,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.68314469,127.0548083,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012087,영동일고등학교,고등학교,1978-03-06,사립,본교,운영,서울특별시 송파구 잠실동 35-1,서울특별시 송파구 석촌호수로 93,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.51003447,127.089867,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011316,경기기계공업고등학교,고등학교,1957-04-09,공립,본교,운영,서울특별시 노원구 하계동 78,서울특별시 노원구 공릉로 264,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.63224005,127.0749285,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002267,서울서초초등학교,초등학교,1981-03-05,공립,본교,운영,서울특별시 서초구 서초동 1310-6,서울특별시 서초구 서운로 178,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49904877,127.0248915,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001938,서울서교초등학교,초등학교,1962-07-12,공립,본교,운영,서울특별시 마포구 서교동 341,서울특별시 마포구 와우산로23길 20-27,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.55488903,126.9243787,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002350,서울경수초등학교,초등학교,1981-04-29,공립,본교,운영,서울특별시 성동구 성수동2가 268,서울특별시 성동구 뚝섬로13길 22,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.54043667,127.0580668,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008248,선린중학교,중학교,1951-09-01,공립,본교,운영,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.54276984,126.9660387,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013446,동성고등학교,고등학교,1938-12-08,사립,본교,운영,서울특별시 종로구 혜화동 90-7,서울특별시 종로구 대학로 156,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.58496996,127.0030619,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008280,일신여자중학교,중학교,1974-03-01,사립,본교,운영,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.50177714,127.1142413,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002399,서울길음초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 성북구 길음동 635-7,서울특별시 성북구 길음로 142,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.61363115,127.0166599703,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002042,서울덕암초등학교,초등학교,2003-03-03,공립,본교,운영,서울특별시 노원구 상계동 1274,서울특별시 노원구 덕릉로112길 68,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.6666212,127.0814598,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008262,잠신중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 잠실동 22-1,서울특별시 송파구 잠실로 12,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.51613937,127.087802,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008345,방배중학교,중학교,1981-04-30,공립,본교,운영,서울특별시 서초구 반포동 586-1,서울특별시 서초구 동광로 144,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49486827,126.997827,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002111,서울후암초등학교,초등학교,1949-10-08,공립,본교,운영,서울특별시 용산구 후암동 30-138,서울특별시 용산구 두텁바위로 140,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.55136541,126.9817243,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002063,서울노일초등학교,초등학교,1994-11-10,공립,본교,운영,서울특별시 노원구 상계동 1044-2,서울특별시 노원구 동일로 1625,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.67375444,127.0549667,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011299,선린인터넷고등학교,고등학교,1899-06-24,공립,본교,운영,서울특별시 용산구 청파동3가 131-2,서울특별시 용산구 원효로97길 33-4,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.54278138,126.9660387,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000013447,중앙고등학교,고등학교,1908-06-20,사립,본교,운영,서울특별시 종로구 계동 1,서울특별시 종로구 창덕궁길 164,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.58378822,126.9874726,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002053,서울공릉초등학교,초등학교,1979-03-01,공립,본교,운영,서울특별시 노원구 공릉동 610-1,서울특별시 노원구 동일로173길 12,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.61861443,127.0746314,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008241,덕수중학교,중학교,1910-04-13,공립,본교,운영,서울특별시 중구 인현동2가 3,서울특별시 중구 마른내로9길 10,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.56557957,126.9969973,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008198,효문중학교,중학교,2006-03-01,공립,본교,운영,서울특별시 도봉구 쌍문동 468,서울특별시 도봉구 우이천로 432,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.65269871,127.0184005,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001959,서울온수초등학교,초등학교,1984-09-19,공립,본교,운영,서울특별시 구로구 온수동 9-34,서울특별시 구로구 부일로 893,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.49400506,126.8259667,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002208,서울강월초등학교,초등학교,1988-05-06,공립,본교,운영,서울특별시 양천구 신월동 987-3,서울특별시 양천구 신월로 97,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.51634172,126.8334319,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002297,서울도성초등학교,초등학교,1981-09-30,공립,본교,운영,서울특별시 강남구 역삼동 714,서울특별시 강남구 역삼로 313,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.50146201,127.0488722,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008226,염광중학교,중학교,1966-10-02,사립,본교,운영,서울특별시 노원구 월계동 820,서울특별시 노원구 월계로45가길 9,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.6302165,127.0492646,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011346,서울매그넷고등학교,고등학교,1987-03-03,사립,본교,운영,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.45193626,126.9158199,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012030,동일여자고등학교,고등학교,1973-03-03,사립,본교,운영,서울특별시 금천구 시흥동 산100-4,서울특별시 금천구 탑골로10길 45,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.45193626,126.9158199,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011930,보성여자고등학교,고등학교,1907-10-10,사립,본교,운영,서울특별시 용산구 용산동2가 1-1123,서울특별시 용산구 신흥로3가길 66,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.54308154,126.9842996,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001926,경기초등학교,초등학교,1964-12-03,사립,본교,운영,서울특별시 서대문구 충정로2가 70-2,서울특별시 서대문구 경기대로9길 10,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.56511029,126.9628606,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012042,구암고등학교,고등학교,2012-03-01,공립,본교,운영,서울특별시 관악구 봉천동 1712-25,서울특별시 관악구 성현로 57,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2023-11-15,37.49244195,126.949625,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002247,서울등명초등학교,초등학교,1995-12-06,공립,본교,운영,서울특별시 강서구 등촌동 690-2,서울특별시 강서구 강서로56나길 34,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.56089445,126.8423822,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002022,서울오봉초등학교,초등학교,2000-03-01,공립,본교,운영,서울특별시 도봉구 도봉동 608-22,서울특별시 도봉구 시루봉로 285,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.67175795,127.040259,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002126,서울중대초등학교,초등학교,1924-11-13,공립,본교,운영,서울특별시 송파구 송파동 191,서울특별시 송파구 송파대로36길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.4998119,127.1136055,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008139,한성중학교,중학교,1928-09-25,사립,본교,운영,서울특별시 서대문구 북아현동 170-1,서울특별시 서대문구 북아현로1길 24,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.55909644,126.9544565,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008417,성원중학교,중학교,1968-10-02,공립,본교,운영,서울특별시 성동구 성수동2가 333-17,서울특별시 성동구 성덕정9가길 13,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.53945182,127.0513835,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011998,홍익대학교사범대학부속여자고등학교,고등학교,1968-03-12,사립,본교,운영,서울특별시 마포구 성산동 산11-60,서울특별시 마포구 성미산로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.55964474,126.9132084,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008103,면목중학교,중학교,1981-03-05,공립,본교,운영,서울특별시 중랑구 면목동 490,서울특별시 중랑구 용마산로70길 37,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.58321586,127.0963033,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000011307,송곡관광고등학교,고등학교,1998-03-01,사립,본교,운영,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2023-11-15,37.60668904,127.1051455,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008239,창덕여자중학교,중학교,1945-11-30,공립,본교,운영,서울특별시 중구 정동 27-3,서울특별시 중구 정동길 22,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.5664328,126.9692102,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002050,서울태릉초등학교,초등학교,1986-05-01,공립,본교,운영,서울특별시 노원구 공릉동 250-5,서울특별시 노원구 노원로1길 36,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2023-11-15,37.6231024,127.0850589,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008310,양강중학교,중학교,1987-03-01,공립,본교,운영,서울특별시 양천구 신월동 499-2,서울특별시 양천구 중앙로 319,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.52491016,126.849688,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008295,배재중학교,중학교,1885-09-01,사립,본교,운영,서울특별시 강동구 고덕동 313,서울특별시 강동구 고덕로 227,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.55505939,127.1502473,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008119,불광중학교,중학교,1974-09-20,공립,본교,운영,서울특별시 은평구 불광동 173,서울특별시 은평구 불광로 180,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.62320355,126.9321291,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012083,배명고등학교,고등학교,1934-10-07,사립,본교,운영,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2023-11-15,37.4976895,127.0958118,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008333,등원중학교,중학교,1995-05-04,공립,본교,운영,서울특별시 강서구 등촌동 707-4,서울특별시 강서구 화곡로65길 50,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.55971763,126.8516806,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008370,청담중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 강남구 청담동 143,서울특별시 강남구 압구정로61길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.52865979,127.0448101,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008429,구의중학교,중학교,1984-03-01,공립,본교,운영,서울특별시 광진구 화양동 303-18,서울특별시 광진구 광나루로30길 80,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.5428503,127.0788404,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001972,서울신도림초등학교,초등학교,1982-10-22,공립,본교,운영,서울특별시 구로구 신도림동 300-6,서울특별시 구로구 신도림로19길 44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.51198439,126.8832546,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001942,서울신석초등학교,초등학교,1964-03-10,공립,본교,운영,서울특별시 마포구 신수동 429-2,서울특별시 마포구 대흥로 33,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.54453582,126.9377793,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002370,서울동의초등학교,초등학교,1987-07-09,공립,본교,운영,서울특별시 광진구 구의동 4-5,서울특별시 광진구 영화사로 111,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2023-11-15,37.55342244,127.0990473,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008371,개원중학교,중학교,1985-03-01,공립,본교,운영,서울특별시 강남구 개포동 184,서울특별시 강남구 영동대로 101,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2023-11-15,37.49163975,127.0714157,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008253,신광여자중학교,중학교,1946-08-07,사립,본교,운영,서울특별시 용산구 청파동3가 100,서울특별시 용산구 청파로 263,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.54289988,126.9694475,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012017,영일고등학교,고등학교,1975-05-15,사립,본교,운영,서울특별시 강서구 등촌동 525,서울특별시 강서구 등촌로51가길 26,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.54728726,126.8620589,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001975,서울오류남초등학교,초등학교,1982-09-01,공립,본교,운영,서울특별시 구로구 오류동 191-1,서울특별시 구로구 서해안로24길 22,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2023-11-15,37.48968652,126.8391127,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000012018,경복여자고등학교,고등학교,1994-03-01,사립,본교,운영,서울특별시 강서구 등촌동 131,서울특별시 강서구 화곡로63길 40,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2023-11-15,37.55782183,126.8505957,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000008444,용문중학교,중학교,1946-10-12,사립,본교,운영,서울특별시 성북구 안암동2가 96-1,서울특별시 성북구 고려대로17길 46,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2023-11-15,37.58869033,127.0246608,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000001924,서울인왕초등학교,초등학교,1962-11-12,공립,본교,운영,서울특별시 서대문구 홍제동 241-113,서울특별시 서대문구 세무서길 33-9,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2023-11-15,37.59023007,126.9448045,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000002093,서울효제초등학교,초등학교,1895-11-15,공립,본교,운영,서울특별시 종로구 효제동 255-4,서울특별시 종로구 대학로 12,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2023-11-15,37.57268283,127.003491,2024-03-22,C738100,청주대학교 지방교육재정연구원
B000030583,서울개현초등학교,초등학교,2024-03-01,공립,본교,운영,서울특별시 강남구 개포동 660-37,서울특별시 강남구 선릉로 15,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2024-02-28,37.48078757,127.0616268,2024-03-22,C738100,청주대학교 지방교육재정연구원
