번호,사업장명,소재지전체주소,도로명전체주소,인허가일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,입소정원,자격소유인원수,총인원수,인허가번호,상세영업상태명,lat,long
2899,구립반포1동경로당,서울특별시 서초구 반포동 715-17번지 201호 ,,20050328,운영중,,,,,,,0.0,0.0,0.0,3210000200800036,운영,37.5067420093995,127.018480279567
2898,서초구립 반포복지관 경로당,서울특별시 서초구 반포동 724-12번지 ,,20080110,운영중,,,,,,,46.0,0.0,0.0,3210000200800035,운영,37.507887618877,127.021267157169
2897,반포본동아파트경로당,서울특별시 서초구 반포동 1224번지 ,,20080110,운영중,,,,,,,90.0,0.0,0.0,3210000200800034,운영,37.5034207637293,126.981778508277
2895,녹원아파트경로당,서울특별시 서초구 잠원동 60-7번지 ,,20080110,운영중,,,,,,,0.0,0.0,0.0,3210000200800031,운영,37.5120888432434,127.011324358779
2894,현대아파트경로당,서울특별시 서초구 잠원동 53번지 ,,20080110,운영중,,,,,,,0.0,0.0,0.0,3210000200800030,운영,37.5184605103748,127.012715196009
2893,잠원훼미리아파트경로당,서울특별시 서초구 잠원동 51번지 ,,19940111,운영중,,,,,,,22.0,0.0,0.0,3210000200800029,운영,37.5192140645955,127.01465768356
2892,구립염곡할아버지경로당,서울특별시 서초구 염곡동 180-2번지 ,,20080110,운영중,,,,,,,0.0,0.0,0.0,3210000200800082,운영,37.4617844017365,127.050735786432
2891,구립염곡할머니경로당,서울특별시 서초구 염곡동 180-2번지 ,,20080110,운영중,,,,,,,0.0,0.0,0.0,3210000200800081,운영,37.4617844017365,127.050735786432
2890,구립홍씨마을경로당,서울특별시 서초구 내곡동 156-4번지 ,,20080110,운영중,,,,,,,27.0,0.0,0.0,3210000200800080,운영,37.4531632362858,127.065418596694
2889,구립잔디마을경로당,서울특별시 서초구 양재동 205-4번지 ,,20080110,운영중,,,,,,,33.0,0.0,0.0,3210000200800079,운영,37.4663986098087,127.035583542406
2888,구립동산마을경로당,서울특별시 서초구 양재동 376-3번지 ,,20080110,운영중,,,,,,,72.0,0.0,0.0,3210000200800078,운영,37.4711642053627,127.045167367505
2887,구립새원마을경로당,서울특별시 서초구 원지동 254-14번지 ,,20080110,운영중,,,,,,,25.0,0.0,0.0,3210000200800077,운영,37.453852044795,127.049944260101
2886,대림(아)경로당,서울특별시 서초구 우면동 57번지 ,,19950619,운영중,,,,,,,0.0,0.0,0.0,3210000200800076,운영,37.4728362956865,127.023008232892
2885,동양고속(아)경로당,서울특별시 서초구 우면동 59번지 ,,20080110,운영중,,,,,,,28.0,0.0,0.0,3210000200800075,운영,37.4713573571914,127.023567246461
2884,코오롱아파트경로당,서울특별시 서초구 우면동 70번지 ,,20080110,운영중,,,,,,,22.0,0.0,0.0,3210000200800074,운영,37.4725958105331,127.027656932074
2883,한라아파트경로당,서울특별시 서초구 우면동 67번지 ,,20080110,운영중,,,,,,,22.0,0.0,0.0,3210000200800073,운영,37.4715308560823,127.025890636987
2881,박석고개 1단지 제1경로당,서울특별시 은평구 진관동 101번지 ,,20090930,운영중,,,,,,,25.0,0.0,0.0,3110000200900059,운영,37.6318935180295,126.920109717787
2878,구산그린빌아파트 경로당,서울특별시 은평구 구산동 226번지 상가동 2층 ,,20090722,운영중,,,,,,,29.0,0.0,0.0,3110000200900047,운영,37.6054172802019,126.904369139865
2876,은평뉴타운 3단지 제2경로당,서울특별시 은평구 진관동 107번지 은평뉴타운 마고정 314동 ,,20100809,운영중,,,,,,,0.0,,,3110000201000038,운영,37.6330478499663,126.927340294242
2875,마고정 11단지 경로당,서울특별시 은평구 진관동 106번지 은평뉴타운 마고정 아파트 308동 1층호,,20100802,운영중,,,,,,,0.0,,,3110000201000037,운영,37.6320493391686,126.925973863366
2874,은평뉴타운 제각말5단지 제4경로당,서울특별시 은평구 진관동 92번지 은평뉴타운제각말아파트 529동 ,,20110621,운영중,,,,,,,0.0,,,3110000201100025,운영,37.6362276825971,126.933104177994
2873,북한산힐스테이트3차경로당,서울특별시 은평구 불광동 641번지 북한산현대힐스테이트3차아파트 ,,20110520,운영중,,,,,,,0.0,,,3110000201100021,운영,37.6184800665697,126.934904405769
2872,은평뉴타운 우물골8단지아파트 경로당,서울특별시 은평구 진관동 88번지 은평뉴타운우물골아파트 218동 ,,20110502,운영중,,,,,,,0.0,,,3110000201100019,운영,37.6363158180727,126.931411345217
2871,북한산래미안아파트2단지경로당,서울특별시 은평구 불광동 637번지 북한산래미안아파트 2단지 ,,20110425,운영중,,,,,,,0.0,,,3110000201100018,운영,37.6111179547786,126.937316981884
2870,북한산래미안아파트1단지경로당,서울특별시 은평구 불광동 638번지 북한산래미안아파트 1단지 ,,20110425,운영중,,,,,,,0.0,,,3110000201100017,운영,37.6115459583067,126.938580698515
2869,기자촌11단지경로당,서울특별시 은평구 진관동 ,,20151203,운영중,,,,,,,0.0,,,3110000201500021,운영,37.6349668825062,126.92106591289
2868,은평뉴타운 폭포동4단지 제4경로당,서울특별시 은평구 진관동 135번지 은평뉴타운폭포동아파트 428동 1층 ,,20110420,운영중,,,,,,,0.0,,,3110000201100016,운영,37.6276515409663,126.936495053805
2867,은평뉴타운 우물골6단지아파트 경로당,서울특별시 은평구 진관동 81번지 은평뉴타운우물골아파트 255동 ,,20110405,운영중,,,,,,,0.0,,,3110000201100013,운영,37.6352331401596,126.924112226405
2863,은평뉴타운 마고정 2단지아파트 경로당,서울특별시 은평구 진관동 105번지 은평뉴타운마고정아파트 335동 ,,20110121,운영중,,,,,,,0.0,,,3110000201100003,운영,37.6334242331886,126.923974377572
2862,은평뉴타운 우물골2단지 제2경로당,서울특별시 은평구 진관동 83번지 은평뉴타운우물골아파트 ,,20110105,운영중,,,,,,,0.0,,,3110000201100002,운영,37.6345080270596,126.927698804762
2861,은평뉴타운 구파발9단지 제2경로당,서울특별시 은평구 진관동 25번지 은평뉴타운구파발아파트 921동 1층 ,,20110103,운영중,,,,,,,0.0,,,3110000201100001,운영,37.6438624977627,126.920017019451
2860,북한산힐스테이트 7차아파트 경로회관,서울특별시 은평구 불광동 ,,20111130,운영중,,,,,,,0.0,,,3110000201100038,운영,37.6176523268171,126.937059476367
2859,은평뉴타운 제각말5단지 제1경로당,서울특별시 은평구 진관동 154번지 은평뉴타운제각말아파트 504동 ,,20111004,운영중,,,,,,,0.0,,,3110000201100033,운영,37.6364004361044,126.935760587979
2858,구파발10단지 제2경로당,서울특별시 은평구 진관동 28번지 은평뉴타운구파발아파트 1009동 1층 ,,20110926,운영중,,,,,,,0.0,,,3110000201100031,운영,37.6415527650248,126.917831825579
2856,삼익아파트,서울특별시 송파구 송파동 166번지 ,,19850101,운영중,,,,,,,43.0,0.0,43.0,3230000198500006,운영,37.503928273964,127.121096127946
2855,현대아파트,서울특별시 송파구 오금동 44번지 ,,19850504,운영중,,,,,,,56.0,0.0,56.0,3230000198500005,운영,37.5048364999004,127.125740559792
2853,마천제2,서울특별시 송파구 마천동 83-18번지 ,,19851005,운영중,,,,,,,34.0,0.0,34.0,3230000198500003,운영,37.4990337889081,127.150665506405
2851,우성4차아파트,서울특별시 송파구 잠실동 320번지 ,,19840629,운영중,,,,,,,40.0,0.0,40.0,3230000198400004,운영,37.5028185760695,127.082933312453
2850,한양2차아파트,서울특별시 송파구 송파동 151번지 ,,19840701,운영중,,,,,,,28.0,0.0,28.0,3230000198400003,운영,37.5050878510736,127.116178045093
2849,미성아파트,서울특별시 송파구 송파동 161번지 ,,19841108,운영중,,,,,,,22.0,0.0,22.0,3230000198400002,운영,37.5059447033373,127.119255426618
2846,한양1차아파트,서울특별시 송파구 송파동 119번지 ,,19830925,운영중,,,,,,,40.0,0.0,40.0,3230000198300002,운영,37.5056922024259,127.114095713741
2845,풍납제2,서울특별시 송파구 풍납동 83-5번지 ,,19830424,운영중,,,,,,,70.0,0.0,70.0,3230000198300001,운영,37.538996321168,127.119903319241
2844,문정 주공아파트,서울특별시 송파구 문정동 1번지 ,,19820705,운영중,,,,,,,45.0,0.0,45.0,3230000198200002,운영,37.4906216221509,127.130293454812
2842,아시아선수촌,서울특별시 송파구 잠실동 86번지 ,,19811230,운영중,,,,,,,84.0,0.0,84.0,3230000198100002,운영,37.5080454085035,127.076646227498
2841,미성아파트,서울특별시 송파구 신천동 17-6번지 ,,19810120,운영중,,,,,,,145.0,0.0,145.0,3230000198100001,운영,37.5175143936743,127.10703830561
2840,진주아파트,서울특별시 송파구 신천동 20-4번지 ,,19790317,운영중,,,,,,,120.0,0.0,120.0,3230000197900003,운영,37.5183793669114,127.110740852277
2839,잠이,서울특별시 송파구 잠실동 22번지 ,,19790714,운영중,,,,,,,108.0,0.0,108.0,3230000197900002,운영,37.5127510583527,127.088417185047
2838,신마천,서울특별시 송파구 마천동 359-2번지 ,,19791223,운영중,,,,,,,86.0,0.0,86.0,3230000197900001,운영,37.4965474830342,127.156268701401
2837,잠실4단지아파트,서울특별시 송파구 잠실동 44번지 ,,19780101,운영중,,,,,,,115.0,0.0,115.0,3230000197800002,운영,37.5092678396302,127.094277269984
2836,잠실3단지아파트,서울특별시 송파구 잠실동 35번지 ,,19780101,운영중,,,,,,,90.0,0.0,90.0,3230000197800001,운영,37.5099174003709,127.091143733839
2835,잠실5동,서울특별시 송파구 잠실동 27-9번지 ,,19771105,운영중,,,,,,,119.0,0.0,119.0,3230000197700003,운영,37.5168148381238,127.09369811332
2834,잠실1단지아파트,서울특별시 송파구 잠실동 19-5번지 ,,19770224,운영중,,,,,,,128.0,0.0,128.0,3230000197700002,운영,37.512084516061,127.082149320714
2833,송파제2,서울특별시 송파구 송파동 97-41번지 ,,19770901,운영중,,,,,,,23.0,0.0,23.0,3230000197700001,운영,37.5007049083298,127.11188749413
2832,문정골,서울특별시 송파구 문정동 30-3번지 ,,19731001,운영중,,,,,,,55.0,0.0,55.0,3230000197300001,운영,37.488718054298,127.124709114173
2830,몽촌,서울특별시 송파구 방이동 52번지 ,,19881216,운영중,,,,,,,58.0,0.0,58.0,3230000198800005,운영,37.5142862531595,127.113905874258
2829,구립마천,서울특별시 송파구 마천동 200-35번지 ,,19880601,운영중,,,,,,,60.0,0.0,60.0,3230000198800004,운영,37.4978027815228,127.153645229438
2827,훼밀리제2경로당,서울특별시 송파구 문정동 150번지 ,,19880601,운영중,,,,,,,107.0,0.0,107.0,3230000198800002,운영,37.4885199252165,127.114377260406
2826,우성아파트,서울특별시 송파구 가락동 96-1번지 ,,19870415,운영중,,,,,,,47.0,0.0,47.0,3230000198700013,운영,37.4950427301428,127.117079917837
2825,삼전제2,서울특별시 송파구 삼전동 110-7번지 ,,19871103,운영중,,,,,,,50.0,0.0,50.0,3230000198700012,운영,37.5061623608878,127.095493814534
2824,돌마리,서울특별시 송파구 석촌동 258번지 ,,19871201,운영중,,,,,,,60.0,0.0,60.0,3230000198700011,운영,37.5005193374452,127.103444683153
2823,송파,서울특별시 송파구 송파동 111-41번지 ,,19870401,운영중,,,,,,,54.0,0.0,54.0,3230000198700010,운영,37.5052676647905,127.110861836043
2822,우창아파트,서울특별시 송파구 오금동 164번지 ,,19870601,운영중,,,,,,,23.0,0.0,23.0,3230000198700009,운영,37.4992573178827,127.136905244926
2821,방이,서울특별시 송파구 방이동 139번지 ,,19871201,운영중,,,,,,,120.0,0.0,120.0,3230000198700008,운영,37.511781255734,127.117791828576
2820,산성,서울특별시 송파구 마천동 271-1번지 ,,19871216,운영중,,,,,,,34.0,0.0,34.0,3230000198700007,운영,37.4933325533151,127.157999921103
2817,거여,서울특별시 송파구 거여동 555-3번지 ,,19871224,운영중,,,,,,,101.0,0.0,101.0,3230000198700004,운영,37.4937343197956,127.141728545094
2816,현대아파트,서울특별시 송파구 풍납동 251-2번지 ,,19871105,운영중,,,,,,,25.0,0.0,25.0,3230000198700003,운영,37.5326161093093,127.116258407686
2815,극동아파트,서울특별시 송파구 풍납동 491번지 ,,19871215,운영중,,,,,,,34.0,0.0,34.0,3230000198700002,운영,37.5345496747156,127.120818078363
2814,풍납현대아파트,서울특별시 송파구 풍납동 413-1번지 ,,19871105,운영중,,,,,,,21.0,0.0,21.0,3230000198700001,운영,37.5293864522228,127.118902312279
2813,장미아파트,서울특별시 송파구 신천동 7번지 ,,19860301,운영중,,,,,,,138.0,0.0,138.0,3230000198600007,운영,37.5188849274204,127.099280476931
2812,한라아파트,서울특별시 송파구 가락동 165번지 ,,19860701,운영중,,,,,,,61.0,0.0,61.0,3230000198600006,운영,37.4981915870374,127.13209665739
2811,삼전제1,서울특별시 송파구 삼전동 62-1번지 ,,19861031,운영중,,,,,,,92.0,0.0,92.0,3230000198600005,운영,37.5022525970934,127.092706408302
2810,오금제2,서울특별시 송파구 오금동 61-6번지 ,,19860530,운영중,,,,,,,89.0,0.0,89.0,3230000198600004,운영,37.5020866199977,127.136234003391
2809,오륜1단지,서울특별시 송파구 방이동 89번지 ,,19860731,운영중,,,,,,,115.0,0.0,115.0,3230000198600003,운영,37.5175616546675,127.136371627591
2808,풍납제1,서울특별시 송파구 풍납동 493-17번지 ,,19860328,운영중,,,,,,,70.0,0.0,70.0,3230000198600002,운영,37.5336841350434,127.120060904212
2807,우성아파트,서울특별시 송파구 잠실동 101-1번지 ,,19851101,운영중,,,,,,,120.0,0.0,120.0,3230000198500012,운영,37.5068653318826,127.073141863071
2806,신천,서울특별시 송파구 잠실동 209-4번지 ,,19850916,운영중,,,,,,,120.0,0.0,120.0,3230000198500011,운영,37.5082293415718,127.086629590228
2805,현대아파트,서울특별시 송파구 문정동 3번지 ,,19850205,운영중,,,,,,,60.0,0.0,60.0,3230000198500010,운영,37.4915680488385,127.128143359737
2804,삼환아파트,서울특별시 송파구 가락동 176번지 ,,19850829,운영중,,,,,,,53.0,0.0,53.0,3230000198500009,운영,37.4953567464389,127.136772941986
2803,프라자아파트,서울특별시 송파구 가락동 199번지 ,,19850731,운영중,,,,,,,51.0,0.0,51.0,3230000198500008,운영,37.4919921086305,127.133552353412
2802,극동아파트,서울특별시 송파구 가락동 192번지 ,,19850202,운영중,,,,,,,62.0,0.0,62.0,3230000198500007,운영,37.4956974031715,127.132676564288
2801,현대2차아파트,서울특별시 송파구 거여동 45번지 ,,19940704,운영중,,,,,,,44.0,0.0,44.0,3230000199400001,운영,37.4941455947552,127.147208986791
2800,문정 건영아파트,서울특별시 송파구 장지동 72-3번지 ,,19931014,운영중,,,,,,,84.0,0.0,84.0,3230000199300004,운영,37.4816696674372,127.125713147116
2799,성지아파트,서울특별시 송파구 송파동 171번지 ,,19930715,운영중,,,,,,,40.0,0.0,40.0,3230000199300003,운영,37.5001404027447,127.117028504575
2798,호수,서울특별시 송파구 송파동 34번지 ,,19930530,운영중,,,,,,,42.0,0.0,42.0,3230000199300002,운영,37.5097588977018,127.107057202807
2797,호수경로당,서울특별시 송파구 송파동 34번지 ,,19930531,운영중,,,,,,,42.0,0.0,34.0,3230000199300001,운영,37.5097588977018,127.107057202807
2796,아남아파트,서울특별시 송파구 오금동 67-7번지 ,,19921017,운영중,,,,,,,42.0,0.0,42.0,3230000199200001,운영,37.5029825158783,127.13613282873
2795,가락골,서울특별시 송파구 가락동 145-10번지 ,,19910331,운영중,,,,,,,49.0,0.0,49.0,3230000199100006,운영,37.4946418028588,127.125739523652
2794,구립벌말,서울특별시 송파구 오금동 132번지 ,,19911226,운영중,,,,,,,52.0,0.0,52.0,3230000199100005,운영,37.5018248579145,127.140026869306
2793,왕천,서울특별시 송파구 방이동 189번지 ,,19910331,운영중,,,,,,,62.0,0.0,62.0,3230000199100004,운영,37.5110183889089,127.125053969097
2792,풍성경로당,서울특별시 송파구 풍납동 485-15번지 ,,19910430,운영중,,,,,,,100.0,0.0,100.0,3230000199100003,운영,37.5356318902238,127.120529951029
2791,현대아파트,서울특별시 송파구 잠실동 331번지 ,,19901227,운영중,,,,,,,51.0,0.0,51.0,3230000199000004,운영,37.5039831432406,127.085312322451
2790,신잠실,서울특별시 송파구 잠실동 319번지 ,,19900820,운영중,,,,,,,60.0,0.0,60.0,3230000199000003,운영,37.5040288883538,127.082430131444
2789,석촌 오봉산,서울특별시 송파구 석촌동 162번지 ,,19900821,운영중,,,,,,,90.0,0.0,90.0,3230000199000002,운영,37.5061961465342,127.102484954419
2788,영풍경로당,서울특별시 송파구 거여동 11번지 ,,19900731,운영중,,,,,,,112.0,0.0,112.0,3230000199000001,운영,37.4972894731129,127.141458317395
2787,장지,서울특별시 송파구 장지동 81번지 ,,19891126,운영중,,,,,,,68.0,0.0,68.0,3230000198900007,운영,37.4824141331572,127.128428811818
2786,대림아파트,서울특별시 송파구 가락동 70-20번지 ,,19890508,운영중,,,,,,,47.0,0.0,47.0,3230000198900006,운영,37.4984183294994,127.119529227834
2785,코오롱아파트,서울특별시 송파구 방이동 215번지 ,,19891001,운영중,,,,,,,49.0,0.0,49.0,3230000198900005,운영,37.5083975877367,127.123474761626
2784,하마천,서울특별시 송파구 마천동 11번지 ,,19891128,운영중,,,,,,,103.0,0.0,103.0,3230000198900004,운영,37.501658794342,127.145769033253
2783,거여 새마을,서울특별시 송파구 거여동 29번지 ,,19890928,운영중,,,,,,,76.0,0.0,76.0,3230000198900003,운영,37.4922644025847,127.146614010544
2782,토성 경로당,서울특별시 송파구 풍납동 503번지 ,,19891124,운영중,,,,,,,93.0,0.0,93.0,3230000198900002,운영,37.5315569255139,127.119564668746
2781,토성경로당,서울특별시 송파구 풍납동 503번지 ,,19891124,운영중,,,,,,,93.0,0.0,93.0,3230000198900001,운영,37.5315569255139,127.119564668746
2780,한신코아아파트,서울특별시 송파구 신천동 11-9번지 ,,19880701,운영중,,,,,,,24.0,0.0,24.0,3230000198800010,운영,37.51656737837,127.104184316695
2779,잠전,서울특별시 송파구 잠실동 230번지 ,,19881216,운영중,,,,,,,76.0,0.0,76.0,3230000198800009,운영,37.506144673722,127.083774714988
2778,문정 시영아파트,서울특별시 송파구 장지동 75번지 ,,19880910,운영중,,,,,,,60.0,0.0,60.0,3230000198800008,운영,37.4798749524538,127.126553562159
2777,대림아파트,서울특별시 송파구 오금동 2번지 ,,19881101,운영중,,,,,,,27.0,0.0,27.0,3230000198800007,운영,37.5102363253288,127.129149666425
2776,상아아파트,서울특별시 송파구 오금동 165번지 ,,19881001,운영중,,,,,,,63.0,0.0,63.0,3230000198800006,운영,37.4979386318395,127.136727327347
2775,연화,서울특별시 송파구 문정동 67-17번지 ,,19970115,운영중,,,,,,,31.0,0.0,31.0,3230000199700004,운영,37.4837028297782,127.124998590964
2774,쌍용아파트,서울특별시 송파구 가락동 140번지 ,,19970501,운영중,,,,,,,64.0,0.0,64.0,3230000199700003,운영,37.4955429569204,127.128117809357
2773,석촌,서울특별시 송파구 석촌동 289-2번지 ,,19971121,운영중,,,,,,,30.0,0.0,30.0,3230000199700002,운영,37.5035762137526,127.107442849273
2772,가락 풍림아파트,서울특별시 송파구 가락동 142번지 ,,19960819,운영중,,,,,,,26.0,0.0,26.0,3230000199600008,운영,37.4955836328269,127.12640738707
2771,웃마을,서울특별시 송파구 마천동 373-8번지 ,,19960829,운영중,,,,,,,31.0,0.0,31.0,3230000199600007,운영,37.4924115443882,127.154043075518
2769,한강 극동아파트,서울특별시 송파구 풍납동 508번지 ,,19960118,운영중,,,,,,,45.0,0.0,45.0,3230000199600005,운영,37.5294311471654,127.112741446081
2768,쌍용아파트,서울특별시 송파구 풍납동 401-1번지 ,,19950608,운영중,,,,,,,30.0,0.0,30.0,3230000199500005,운영,37.5272518297608,127.117703245843
2767,동아한가람아파트,서울특별시 송파구 풍납동 506번지 ,,19950930,운영중,,,,,,,47.0,0.0,47.0,3230000199500004,운영,37.5374791620866,127.115622268828
2766,오금삼성,서울특별시 송파구 오금동 160번지 ,,19940218,운영중,,,,,,,33.0,0.0,33.0,3230000199400002,운영,37.4964543852991,127.139059809813
2765,미성아파트,서울특별시 송파구 풍납동 219번지 ,,20000407,운영중,,,,,,,21.0,0.0,21.0,3230000200000006,운영,37.5341796229641,127.113752721633
2764,풍산경로당,서울특별시 송파구 풍납동 260-2번지 ,,20000104,운영중,,,,,,,24.0,0.0,24.0,3230000200000005,운영,37.5311260058929,127.116652638349
2763,송파1동 경로당,서울특별시 송파구 송파동 113번지 ,,20001209,운영중,,,,,,,54.0,0.0,54.0,3230000200000004,운영,37.5063491342363,127.110001506701
2762,금호아파트,서울특별시 송파구 마천동 304번지 ,,19990609,운영중,,,,,,,24.0,0.0,24.0,3230000199900005,운영,37.4947059157385,127.153312757848
2761,훼밀리 제1아파트,서울특별시 송파구 문정동 150번지 ,,19980601,운영중,,,,,,,105.0,0.0,105.0,3230000199800018,운영,37.4885199252165,127.114377260406
2760,문정,서울특별시 송파구 문정동 25-2번지 ,,19980805,운영중,,,,,,,48.0,0.0,48.0,3230000199800017,운영,37.4886270240529,127.125501826537
2759,가락 금호아파트,서울특별시 송파구 가락동 95-1번지 ,,19980427,운영중,,,,,,,32.0,0.0,32.0,3230000199800016,운영,37.4978926729313,127.116289143694
2758,현대백조아파트,서울특별시 송파구 오금동 11번지 ,,19980612,운영중,,,,,,,34.0,0.0,34.0,3230000199800015,운영,37.5093910634084,127.129259504158
2757,동아효성아파트,서울특별시 송파구 거여동 291번지 ,,19981121,운영중,,,,,,,22.0,0.0,22.0,3230000199800014,운영,37.4902488856659,127.146222224424
2756,거여1단지아파트,서울특별시 송파구 거여동 290번지 ,,19980831,운영중,,,,,,,29.0,0.0,29.0,3230000199800013,운영,37.4909745878818,127.144586186705
2755,거여5단지아파트,서울특별시 송파구 거여동 294번지 ,,19980629,운영중,,,,,,,53.0,0.0,53.0,3230000199800012,운영,37.4888423797669,127.145300427878
2754,거여6단지아파트,서울특별시 송파구 거여동 295번지 ,,19980427,운영중,,,,,,,118.0,0.0,118.0,3230000199800011,운영,37.4886277291111,127.146637997581
2753,거여4단지아파트,서울특별시 송파구 거여동 293번지 ,,19980427,운영중,,,,,,,63.0,0.0,63.0,3230000199800010,운영,37.4893221464139,127.143843840676
2751,센트레빌경로당,서울특별시 송파구 가락동 95-8번지 ,,20020520,운영중,,,,,,,46.0,0.0,46.0,3230000200200005,운영,37.4975881312371,127.117111710793
2750,동부센트레빌경로당,서울특별시 송파구 가락동 95-8번지 ,,20020520,운영중,,,,,,,46.0,0.0,46.0,3230000200200004,운영,37.4975881312371,127.117111710793
2749,백토경로당,서울특별시 송파구 오금동 6번지 ,,20020121,운영중,,,,,,,30.0,0.0,30.0,3230000200200002,운영,37.5082076069993,127.132581189771
2748,백토경로당,서울특별시 송파구 오금동 6번지 ,,20011221,운영중,,,,,,,30.0,0.0,30.0,3230000200200001,운영,37.5082076069993,127.132581189771
2747,거여3단지아파트경로당,서울특별시 송파구 거여동 292번지 ,,20011203,운영중,,,,,,,0.0,0.0,135.0,3230000200100014,운영,37.4899322649633,127.147676534825
2746,거여3단지아파트경로당,서울특별시 송파구 거여동 292번지 ,,20011203,운영중,,,,,,,135.0,0.0,135.0,3230000200100013,운영,37.4899322649633,127.147676534825
2745,훙이경로당,서울특별시 송파구 가락동 14번지 ,,20011010,운영중,,,,,,,42.0,0.0,0.0,3230000200100011,운영,37.5011624775664,127.124970579803
2744,가락주공(아)경로당,서울특별시 송파구 가락동 478번지 ,,20010820,운영중,,,,,,,43.0,0.0,43.0,3230000200100010,운영,37.5002551124329,127.108815865347
2743,가락시장경로당,서울특별시 송파구 가락동 600번지 ,,20010706,운영중,,,,,,,32.0,0.0,32.0,3230000200100009,운영,37.4934828061531,127.111503669539
2742,신성노바빌아파트 경로당,서울특별시 송파구 풍납동 510번지 ,,20010604,운영중,,,,,,,23.0,0.0,23.0,3230000200100008,운영,37.5385648838461,127.116704167079
2741,오금우방(아)경로당,서울특별시 송파구 오금동 138번지 ,,20010517,운영중,,,,,,,21.0,0.0,21.0,3230000200100007,운영,37.5014248849179,127.139584273161
2739,건너말 경로당,서울특별시 송파구 가락동 110번지 ,,20010206,운영중,,,,,,,76.0,0.0,76.0,3230000200100002,운영,37.491800570033,127.123947688741
2738,문정대우1차(아)경로당,서울특별시 송파구 문정동 18번지 ,,20001230,운영중,,,,,,,27.0,0.0,27.0,3230000200100001,운영,37.4868780773275,127.128105384944
2737,대아(아)경로당,서울특별시 송파구 풍납동 163번지 ,,20001212,운영중,,,,,,,24.0,0.0,24.0,3230000200000013,운영,37.5334340791187,127.118213379345
2736,가락쌍용(아),서울특별시 송파구 가락동 21-6번지 ,,20001113,운영중,,,,,,,20.0,0.0,0.0,3230000200000010,운영,37.5015357756159,127.122290698494
2735,우방1차아파트,서울특별시 송파구 거여동 356번지 ,,20000406,운영중,,,,,,,38.0,0.0,38.0,3230000200000007,운영,37.4927531195922,127.14218194548
2734,어울림(아)경로당,서울특별시 송파구 거여동 593번지 ,,20040608,운영중,,,,,,,0.0,0.0,24.0,3230000200400005,운영,37.4922023828858,127.143334747093
2733,문정3차대우아파트 경로당,서울특별시 송파구 문정동 117번지 ,,20040426,운영중,,,,,,,0.0,0.0,22.0,3230000200400004,운영,37.4871169853133,127.133272419016
2732,풍납쌍용(아)경로당,서울특별시 송파구 풍납동 401-1번지 ,,20031010,운영중,,,,,,,40.0,0.0,5.0,3230000200300014,운영,37.5272518297608,127.117703245843
2731,우방(아)경로당,서울특별시 송파구 마천동 576번지 ,,20030715,운영중,,,,,,,0.0,0.0,25.0,3230000200300011,운영,37.5003219980014,127.15203942412
2729,오륜2단지(아)경로당,서울특별시 송파구 방이동 89번지 ,,20030404,운영중,,,,,,,20.0,0.0,20.0,3230000200300006,운영,37.5175616546675,127.136371627591
2728,현대백조(아)102동 경로당,서울특별시 송파구 오금동 20-2번지 ,,20030404,운영중,,,,,,,0.0,0.0,20.0,3230000200300005,운영,37.5089030847668,127.128759765482
2727,현대백조(아)102동 경로당,서울특별시 송파구 오금동 20-2번지 ,,20030404,운영중,,,,,,,20.0,0.0,20.0,3230000200300004,운영,37.5089030847668,127.128759765482
2726,금호베스트빌(아)경로당,서울특별시 송파구 마천동 575번지 ,,20030227,운영중,,,,,,,26.0,0.0,26.0,3230000200300003,운영,37.4982408539268,127.154815784388
2725,서울놀이마당경로휴게실,서울특별시 송파구 잠실동 47번지 ,,20030220,운영중,,,,,,,70.0,0.0,70.0,3230000200300002,운영,37.507704547907,127.100563730672
2724,가락주공(아)경로당,서울특별시 송파구 가락동 478번지 ,,20030116,운영중,,,,,,,0.0,0.0,60.0,3230000200300001,운영,37.5002551124329,127.108815865347
2722,화훼마을경로휴게실,서울특별시 송파구 장지동 612-8번지 ,,20021212,운영중,,,,,,,28.0,0.0,28.0,3230000200200011,운영,37.4698408739252,127.125697630926
2721,거여현대1차아파트 경로당,서울특별시 송파구 거여동 362번지 ,,20021127,운영중,,,,,,,43.0,0.0,43.0,3230000200200010,운영,37.4928499146725,127.141031891927
2720,노인여가시설(잔버들경로당),서울특별시 송파구 장지동 92번지 ,,20020801,운영중,,,,,,,60.0,0.0,60.0,3230000200200006,운영,37.4851830693711,127.128880732304
2719,누에머리 경로당,서울특별시 송파구 오금동 110번지 ,,20070623,운영중,,,,,,,71.0,0.0,0.0,3230000200800065,운영,37.5030910792504,127.142406134718
2718,레이크펠리스경로당,서울특별시 송파구 잠실동 44번지 ,,20070702,운영중,,,,,,,123.0,0.0,0.0,3230000200800064,운영,37.5092678396302,127.094277269984
2717,해모로 경로당,서울특별시 송파구 풍납동 512번지 ,,20070308,운영중,,,,,,,21.0,0.0,0.0,3230000200800063,운영,37.5299446017313,127.117119628887
2716,신구블레스밸리 경로당,서울특별시 송파구 방이동 197번지 ,,20061219,운영중,,,,,,,31.0,0.0,0.0,3230000200800062,운영,37.5113899355828,127.122326680742
